AniNum,BmdGcm2,LG,LGLength,LgAvOfl,MG,MGLength,MgAvOfl,PerFat,avLgFl,avMa,avMgFl,avRvO2,fMaxLg,fMaxLgT,fMaxMg,fMaxMgT,femur,femurN,group,mass,maxFAlongTendonLG,maxFAlongTendonMG,maxJump,maxPower,maxV,mtuLengLG,mtuLengMG,nLgFl,nMgFl,optPenAngLg,optPenAngMg,sumExtensors,tendonCrossAv,tendonCrossMin,tendonE,tendonK,tendonSampleLength,tendonSlackLengthLGmm,tendonSlackLengthMGmm,tibia,tibiaN,tmt,tmtN,toe,toeN
751,0.156,11.97,95.7733386583141,0.277696741898093,12.47,125.862052027416,0.298010537199282,11.8,29.0476468294351,0.852887245994825,34.3046550997807,114.776246157058,121.994079797299,118.136269863726,118.426862223964,116.422350386547,86.6333333333333,1.07856652341706,B,1.8,121.992898396685,118.426249884905,6.21885373996856,378.057779849615,5.45192880168462,155.451482424187,183.327576652539,1.0460204405313,1.15112221944156,0.252154776366972,0.184250505100591,137.04,5.05828587096774,2.76852167,481704419.211936,67289.7759945567,36,124.993587133322,146.818969066934,130.533333333333,1.12848501126409,81.8,1.08788709843489,60.8333333333333,0.996005081958939
752,0.148,9.86,140.778630348912,0.268525751973512,12.04,110.931372773546,0.290484463258151,11.6,26.8160323795624,0.885289860852013,30.065073861359,116.955999911479,103.921728818438,98.1609771238447,117.305660054633,116.233437791687,90.8333333333333,1.13085562766891,B,1.81,103.919957541432,117.30533293842,7.68790915818253,468.85822357333,6.53386966741253,165.505720219123,179.30246610587,0.998639131721251,1.03499765612733,0.334524790980013,0.135309809499105,129.54,4.938308787,3.07745502,383988345.60705,54787.6013655632,36.8333333333333,137.703133437812,146.852028431425,132.166666666667,1.14260548254906,80.6333333333333,1.07237118627303,60.3666666666667,0.988364495028843
757,0.146,7.32,124.319740472616,0.335771563948512,9.76,117.340554807462,0.251513139940899,9.3,31.5760241978553,0.838059633308413,27.9304842178401,,61.6996296185828,59.4675539283184,109.825838586106,108.506032864389,88.2,1.09807118928878,B,1.42,61.6989455511202,109.825435742721,9.76215451753327,432.538096371703,8.67352371459147,149.594496937458,165.995964549056,0.940401975275585,1.11049801312183,0.269802655541648,0.155186385435802,106.33,4.11016815733333,2.524372,506697792.312486,49060.9875738177,41.6666666666667,117.204865180719,135.892676580097,115.3,0.996790003565494,72.6,0.965533048244172,53.7333333333333,0.879759009379622
758,0.146,8.45,127.125083195971,0.224900647361482,10,124.448272885826,0.343381632337115,9.5,25.2741548045278,0.900933744715038,36.3846188314344,81.1172602121292,106.336262790671,101.438643087675,82.4210852509067,81.6680327001666,85.2,1.06072182910889,B,1.56,106.334759298876,82.4208555079211,5.51633990138698,232.236936047635,5.92670897314016,158.08521107031,180.206804789886,1.12379199886894,1.05959711891968,0.304682827189676,0.135281900909074,114.89,4.38090685444444,2.2362835375,424804839.249441,47460.5426862329,39,131.364995562683,141.571303286556,122.866666666667,1.06220524808974,73.5,0.977502466197612,57.1,0.934880386518172
760,0.138,7.85,131.669804235597,0.208467515841132,11,117.978814809419,0.306353732023895,13,21.6280728877028,0.936522814776602,31.4367493256087,88.4949705607642,106.572868403183,99.1321418996491,101.621335787317,100.395739546452,85.7666666666667,1.06777670825398,E,1.69,106.570574959451,101.620961696724,8.36252868852044,353.811037419263,4.82693987293112,151.808599925764,167.837097093318,1.03747928306418,1.02615852328369,0.375888575581199,0.155465385414189,111.06,4.911483039375,2.52435037,392352033.373703,51281.125785297,37,129.254467636357,134.343496920994,119.8,1.03569334282,73.6333333333333,0.979275713301825,56.0666666666667,0.917961944030102
761,0.146,11.8,154.527536787919,0.283624018869407,8.6,130.20767678607,0.346200502060588,10.3,27.9526835715446,1.01124020069297,39.9101217036541,107.511548718611,117.748230732431,114.434693853708,70.3049894400494,68.4782903797308,85.8333333333333,1.06860669403576,E,1.68,117.747216602934,70.3044305699636,8.79861131847963,509.912401532367,6.06215045670654,161.511781949174,188.149586318457,0.985554174254026,1.15280369225662,0.237797592964051,0.228454794207889,126.36,5.72698994766667,3.1712625,244533556.997912,36986.9769217046,37.6666666666667,131.994742290021,146.383791963735,123.133333333333,1.06451063115667,78.5666666666667,1.04488585615772,60.2333333333333,0.986181470191673
762,0.156,8.9,129.176480231156,0.208491664201234,11.36,118.89831438584,0.246494969087562,10.8,23.0872389617192,0.937875763475512,26.0140471629984,81.022588002805,120.813843286181,112.478861397438,130.432452699696,126.935162409645,79.8,0.993492980785091,E,1.58,120.811274571131,130.431382570465,10.6720738006841,500.276754610814,5.97314502783459,158.384511556457,174.634547241359,1.10734590038264,1.05535813811102,0.373626795214826,0.232093624281872,119.99,4.49929559480769,1.67464229,466209053.150423,69302.813502631,30.1666666666667,134.173724962206,146.60844080532,114.333333333333,0.988432989947859,68.9333333333333,0.916768752878305,54.0333333333333,0.884670815263255
765,0.168,7.4,136.268356689373,0.297282470806653,9.84,131.922110086627,0.305965936261681,12.1,19.9128145138985,0.916219630002612,30.4155261288901,85.8960817565648,70.4494825059373,69.0080049358951,91.0201212070724,89.5191195322774,85.8333333333333,1.06860669403576,E,1.49,70.4490419015815,91.0196627139535,9.02772379795623,336.780947623834,4.32565412703906,163.654544281571,185.588914959623,0.66982807495735,0.994082102750057,0.202639145790338,0.181859301590349,114.47,4.87574980275862,1.89139637,351525213.415911,43487.7764855281,38.8333333333333,142.105369244774,152.929848177333,120.133333333333,1.03857507165367,74.5,0.990801819479212,57.3666666666667,0.939246436192512
766,0.146,8.6,136.789200457536,0.186954430756652,12.12,135.735748162366,0.258190795398653,10.8,20.4074677115027,0.961244997930072,28.9654385436167,,130.190135334053,124.326335048686,132.854801192622,129.797041881179,88.7666666666667,1.10512606843387,E,1.69,130.188335550461,132.853866151875,8.69483652718032,583.308668686493,7.46355625421943,169.758404021754,190.168334933339,1.09157443495233,1.1218617805059,0.301272322558536,0.214963401868312,979.54,5.22632838948276,2.69576168,477895434.493661,60916.4120293984,40.6666666666667,147.466564036549,158.873238035605,125.866666666667,1.08814080759274,83.2,1.10650619302913,68.3333333333333,1.11880022904977
770,0.145,9.4,138.59391173196,0.274886806963268,13.62,124.152390205359,0.276567832945215,11.1,21.44381187046,0.90752982832784,30.3226024310986,NaN,96.7808309129242,94.2340959373033,139.376909457712,135.00521093874,89.1333333333333,1.10969099023364,E,1.93,96.7800517076829,139.375570743845,7.25538277353121,511.998221684688,5.22487482666129,168.831505944151,191.191369508534,0.780096073265729,1.09638934174623,0.229915992501069,0.251122972695268,151.4,4.55722552677419,2.70030779,500175972.50899,57344.6034745099,39.5,145.702021764134,158.801062299576,128.966666666667,1.11494088574585,82.8,1.10118645171649,62.5,1.02329289242357
771,0.145,10.14,127.017601864529,0.219366798773838,13.88,129.018385595085,0.254070739416389,10.5,24.6304468460583,0.952656744449542,27.7090867717021,NaN,130.822500797553,121.131326430792,154.614494208027,151.134276606625,88.2333333333333,1.09848618217967,E,1.83,130.819511522779,154.6134300732,6.2523910995297,409.852313207217,4.30804484910458,164.252571903908,189.29264471339,1.12279738701259,1.09060519268575,0.387329122917134,0.212574470482441,147.2,4.69723710316667,2.54562822,422741344.852469,48452.761824741,39.8333333333333,138.56492821495,159.242258384212,127.9,1.10571935347811,81.8,1.08788709843489,61.1333333333333,1.00091688784257
773,0.156,7.93,130.668267816029,0.248934874317534,11.35,120.20955430345,0.312721948047656,11.6,22.0224444483517,0.914972835862367,32.4984682125012,111.053927661556,90.1577020413255,86.8825123135195,102.719497975687,100.994027742085,99.8,1.24248871531769,E,1.72,90.156698263626,102.718970889702,7.83264181108222,480.521155943315,5.57106430263724,163.178297018025,177.079358927599,0.884666903692269,1.03921289872333,0.270368061835053,0.183549035252314,132.85,4.88872125689655,2.59883502,440026066.163639,60895.8200974379,35.1666666666667,139.670835301409,142.522128280396,127.4,1.10139676022761,77.7666666666667,1.03424637353244,63.8,1.04457738458598
785,0.149,9.11,119.940292336617,0.274946896706601,12.82,122.870940386509,0.297530688819771,10.3,23.5577509895353,0.960425056631198,31.6824294096983,96.1263629230579,93.7745403812937,90.7883670251353,121.947147744154,121.095198171986,86.7,1.07939650919884,B,1.68,93.7736258731441,121.946887922826,7.12123596183546,449.627199184066,5.3689063712547,156.344836629099,173.606300290052,0.85681094319366,1.0648457655032,0.253040071192017,0.118273999545726,130.9,4.45878796057692,2.47600109,347183878.825934,47925.2715799545,31.8333333333333,131.450361376101,139.607498220348,120.2,1.0391514174204,76.3666666666667,1.0156272789382,57.3,0.938154923773927
786,0.155,9.16,155.771256212057,0.294660686066271,10.17,122.835211180824,0.371963330001067,12.2,26.0137232489254,0.981366630307337,37.0125347400846,92.0843385171024,87.9809541204155,82.1683065319764,77.3813345198354,74.8941698673842,88.8,1.10554106132476,D,1.77,87.9791636450396,77.380572793655,6.0690994052979,291.285043126545,4.39862713220136,162.277696599543,185.126305607953,0.88283658048209,0.995058699468531,0.365534362303764,0.2542256228918,131.59,5.57838685333333,2.7,178144180.644498,28854.0147882311,34.5,136.044212427899,146.676789093614,125.166666666667,1.08208917704204,81.4,1.08256735712225,60.1,0.983998445354503
788,0.126,8.25,128.035254766526,0.275532772874454,10.97,104.049095931622,0.307451781979722,8.8,30.2979324476911,0.920978575836582,32.0016367224462,84.6207544639196,84.7414859589591,80.3144715831822,100.982240569249,99.7895549579563,88,1.09558123194346,B,1.46,84.7401255088767,100.981876539222,10.5424010952803,380.679320194505,7.76815762625453,155.282364459791,166.615352666112,1.09961265702125,1.04086684801055,0.324662014681242,0.153845169233213,111.17,4.64069788788461,2.20538996,240073038.004717,28483.8331437614,38.6666666666667,124.05555712174,132.577399206525,121.2,1.0477966039214,78.2666666666667,1.04089605017324,55.1666666666667,0.903226526379203
789,0.168,10.77,129.536560014274,0.279898724094288,13.91,121.211741335725,0.337498864831868,12.9,24.0938985602183,0.992025608945098,33.3960711052133,99.3407088739372,108.900575285237,105.214258992578,116.646094640685,114.331487691433,93.3333333333333,1.16198009448549,B,1.94,108.899445978042,116.645387227605,6.74051265871682,346.373235329307,4.57000761581469,166.561728459258,186.453564156701,0.860807731017092,0.989516546132689,0.260932975133076,0.199544283724115,136.96,5.64192923,2.40868486,398716770.450251,63739.783498525,35.1666666666667,141.038093480047,151.017672288396,132.966666666667,1.14952163174986,84.0333333333333,1.11758898743047,62.1666666666667,1.01783533033064
791,0.157,9.1,126.030234538615,0.22666711303082,12.72,125.095720976525,0.266660691681648,15.5,23.4242103314817,0.949039524524505,31.3753216964005,106.40880799874,113.623527633804,107.096681939628,135.003024903942,131.818268648329,79.9333333333333,0.995152952348641,D,1.82,113.621520117234,135.002050934424,7.00347545975598,412.191741809275,5.32003212791504,154.170264674862,179.873783639765,1.03341900897183,1.17660092676343,0.340591421148523,0.217640053647613,132.49,4.37598976875,1.76704121,530288360.257202,60914.8566102584,37.8333333333333,129.67081587152,146.397673850952,118.766666666667,1.02675998343563,74.8333333333333,0.995234937239746,59.3666666666667,0.971991808750067
792,0.146,11.34,105.19466259742,0.249689781866366,8.4,126.085844362836,0.271017007508208,10.5,26.5201240846517,0.883598343919396,30.3290594109798,75.6780506235894,128.53685634528,120.998761222729,87.7199004012335,86.1495919279405,79.8666666666667,0.994322966566866,D,1.56,128.534537315477,87.7194206243344,,,,153.818178073248,180.983337121502,1.06212292254896,1.11908325200075,0.344173644905318,0.189499657692879,120.743,4.41035629274194,1.50054064,282922351.983576,34369.9359503433,36.1666666666667,126.39802008478,148.417040412809,122.166666666667,1.05615361753904,71.7333333333333,0.954006942066785,57.2333333333333,0.937063411355342
793,0.157,8.87,118.886782587305,0.250500112119791,11.04,136.501383485734,0.31584355135434,10,22.9665060423686,,35.2873355025284,95.090068855424,100.214620155143,95.2130411272987,98.9264554710327,97.1351014914992,88.1333333333333,1.09724120350701,D,1.74,100.213083746337,98.925908139062,5.28838293036146,242.315186608949,3.91913735595152,167.962993654575,194.433689152796,0.916826178160985,1.11724096791642,0.317267828818906,0.190593030068809,121.74,4.964802504375,2.2934308,690300237.78812,69383.8851397909,49.3333333333333,143.780417066079,156.835900451565,125.233333333333,1.08266552280878,77.5,1.03069987932401,59.5,0.974174833587237
794,0.145,7.52,138.854501921125,0.209951233218978,9.14,111.811935709394,0.283000145985048,10.5,24.7846618125178,0.920540701856856,31.4196334313172,,101.371249606934,92.7614937037566,91.4060465879357,90.5146962479699,85.1333333333333,1.05989184332712,D,1.54,101.368588947097,91.4057746247874,8.21726250812351,394.364133591032,6.41504495621038,152.391960238078,167.351061866395,1.18049612914955,1.11023382415418,0.41512210229987,0.139767212950545,100.65,4.13269253982759,1.91851459,500491265.342448,56105.8716295937,36.8333333333333,126.817145626417,133.773227856703,119,1.0287771936192,76.0666666666667,1.01163747295372,53.5666666666667,0.877030228333159
